edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-00785,Facilities,AuditRecord,MAPS_TO_OBJECT,Facilities maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00786,Knowledge & education,Learning tech,HAS_NICHE,Learning tech is a niche under Knowledge & education,0.7,taxonomy,taxonomy
EDGE-00787,Learning tech,AF03,ACQUIRED_BY,Learning tech data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00788,Learning tech,AF15,ACQUIRED_BY,Learning tech data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00789,Learning tech,AF19,ACQUIRED_BY,Learning tech data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00790,Learning tech,Document,MAPS_TO_OBJECT,Learning tech maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00791,Learning tech,Organisation,MAPS_TO_OBJECT,Learning tech maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00792,Learning tech,Event,MAPS_TO_OBJECT,Learning tech maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00793,Learning tech,AuditRecord,MAPS_TO_OBJECT,Learning tech maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00794,Science & research,Publications,HAS_NICHE,Publications is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00795,Publications,AF04,ACQUIRED_BY,Publications data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00796,Publications,AF07,ACQUIRED_BY,Publications data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00797,Publications,AF08,ACQUIRED_BY,Publications data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00798,Publications,Document,MAPS_TO_OBJECT,Publications maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00799,Publications,Organisation,MAPS_TO_OBJECT,Publications maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00800,Publications,Event,MAPS_TO_OBJECT,Publications maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00801,Publications,AuditRecord,MAPS_TO_OBJECT,Publications maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00802,Science & research,Grants,HAS_NICHE,Grants is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00803,Grants,AF03,ACQUIRED_BY,Grants data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00804,Grants,AF15,ACQUIRED_BY,Grants data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00805,Grants,AF19,ACQUIRED_BY,Grants data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00806,Grants,Document,MAPS_TO_OBJECT,Grants maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00807,Grants,Organisation,MAPS_TO_OBJECT,Grants maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00808,Grants,Event,MAPS_TO_OBJECT,Grants maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00809,Grants,AuditRecord,MAPS_TO_OBJECT,Grants maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00810,Science & research,Datasets,HAS_NICHE,Datasets is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00811,Datasets,AF18,ACQUIRED_BY,Datasets data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-00812,Datasets,AF08,ACQUIRED_BY,Datasets data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00813,Datasets,AF16,ACQUIRED_BY,Datasets data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-00814,Datasets,Document,MAPS_TO_OBJECT,Datasets maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00815,Datasets,Organisation,MAPS_TO_OBJECT,Datasets maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00816,Datasets,Event,MAPS_TO_OBJECT,Datasets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00817,Datasets,AuditRecord,MAPS_TO_OBJECT,Datasets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00818,Science & research,Patents,HAS_NICHE,Patents is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00819,Patents,AF01,ACQUIRED_BY,Patents data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-00820,Patents,AF06,ACQUIRED_BY,Patents data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00821,Patents,AF15,ACQUIRED_BY,Patents data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00822,Patents,Document,MAPS_TO_OBJECT,Patents maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00823,Patents,Organisation,MAPS_TO_OBJECT,Patents maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00824,Patents,Event,MAPS_TO_OBJECT,Patents maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00825,Patents,AuditRecord,MAPS_TO_OBJECT,Patents maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00826,Science & research,Labs,HAS_NICHE,Labs is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00827,Labs,AF05,ACQUIRED_BY,Labs data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-00828,Labs,AF09,ACQUIRED_BY,Labs data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-00829,Labs,Document,MAPS_TO_OBJECT,Labs maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00830,Labs,Organisation,MAPS_TO_OBJECT,Labs maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00831,Labs,Event,MAPS_TO_OBJECT,Labs maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00832,Labs,AuditRecord,MAPS_TO_OBJECT,Labs maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00833,Science & research,Disciplines,HAS_NICHE,Disciplines is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00834,Disciplines,AF06,ACQUIRED_BY,Disciplines data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00835,Disciplines,AF02,ACQUIRED_BY,Disciplines data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-00836,Disciplines,AF15,ACQUIRED_BY,Disciplines data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00837,Disciplines,Document,MAPS_TO_OBJECT,Disciplines maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00838,Disciplines,Organisation,MAPS_TO_OBJECT,Disciplines maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00839,Disciplines,Event,MAPS_TO_OBJECT,Disciplines maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00840,Disciplines,AuditRecord,MAPS_TO_OBJECT,Disciplines maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00841,Science & research,Peer review,HAS_NICHE,Peer review is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00842,Peer review,AF04,ACQUIRED_BY,Peer review data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00843,Peer review,AF07,ACQUIRED_BY,Peer review data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00844,Peer review,AF08,ACQUIRED_BY,Peer review data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00845,Peer review,Document,MAPS_TO_OBJECT,Peer review maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00846,Peer review,Organisation,MAPS_TO_OBJECT,Peer review maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00847,Peer review,Event,MAPS_TO_OBJECT,Peer review maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00848,Peer review,AuditRecord,MAPS_TO_OBJECT,Peer review maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00849,Science & research,Models,HAS_NICHE,Models is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00850,Models,AF19,ACQUIRED_BY,Models data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00851,Models,AF11,ACQUIRED_BY,Models data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-00852,Models,AF15,ACQUIRED_BY,Models data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00853,Models,Document,MAPS_TO_OBJECT,Models maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00854,Models,Organisation,MAPS_TO_OBJECT,Models maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00855,Models,Event,MAPS_TO_OBJECT,Models maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00856,Models,AuditRecord,MAPS_TO_OBJECT,Models maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00857,Science & research,Standards,HAS_NICHE,Standards is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00858,Standards,AF17,ACQUIRED_BY,Standards data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-00859,Standards,AF12,ACQUIRED_BY,Standards data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-00860,Standards,AF20,ACQUIRED_BY,Standards data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-00861,Standards,Document,MAPS_TO_OBJECT,Standards maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00862,Standards,Organisation,MAPS_TO_OBJECT,Standards maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00863,Standards,Event,MAPS_TO_OBJECT,Standards maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00864,Standards,AuditRecord,MAPS_TO_OBJECT,Standards maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00865,Science & research,Collaboration,HAS_NICHE,Collaboration is a niche under Science & research,0.7,taxonomy,taxonomy
EDGE-00866,Collaboration,AF03,ACQUIRED_BY,Collaboration data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00867,Collaboration,AF15,ACQUIRED_BY,Collaboration data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00868,Collaboration,AF19,ACQUIRED_BY,Collaboration data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00869,Collaboration,Document,MAPS_TO_OBJECT,Collaboration maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-00870,Collaboration,Organisation,MAPS_TO_OBJECT,Collaboration maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-00871,Collaboration,Event,MAPS_TO_OBJECT,Collaboration maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00872,Collaboration,AuditRecord,MAPS_TO_OBJECT,Collaboration maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00873,Technology & engineering,Software,HAS_NICHE,Software is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00874,Software,AF04,ACQUIRED_BY,Software data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00875,Software,AF07,ACQUIRED_BY,Software data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00876,Software,AF08,ACQUIRED_BY,Software data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00877,Software,Asset,MAPS_TO_OBJECT,Software maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00878,Software,Measurement,MAPS_TO_OBJECT,Software maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00879,Software,Event,MAPS_TO_OBJECT,Software maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00880,Software,AuditRecord,MAPS_TO_OBJECT,Software maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00881,Technology & engineering,Hardware,HAS_NICHE,Hardware is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00882,Hardware,AF03,ACQUIRED_BY,Hardware data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00883,Hardware,AF15,ACQUIRED_BY,Hardware data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00884,Hardware,AF19,ACQUIRED_BY,Hardware data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00885,Hardware,Asset,MAPS_TO_OBJECT,Hardware maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00886,Hardware,Measurement,MAPS_TO_OBJECT,Hardware maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00887,Hardware,Event,MAPS_TO_OBJECT,Hardware maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00888,Hardware,AuditRecord,MAPS_TO_OBJECT,Hardware maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00889,Technology & engineering,AI/ML,HAS_NICHE,AI/ML is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00890,AI/ML,AF18,ACQUIRED_BY,AI/ML data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-00891,AI/ML,AF08,ACQUIRED_BY,AI/ML data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00892,AI/ML,AF16,ACQUIRED_BY,AI/ML data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-00893,AI/ML,Asset,MAPS_TO_OBJECT,AI/ML maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00894,AI/ML,Measurement,MAPS_TO_OBJECT,AI/ML maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00895,AI/ML,Event,MAPS_TO_OBJECT,AI/ML maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00896,AI/ML,AuditRecord,MAPS_TO_OBJECT,AI/ML maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00897,Technology & engineering,Robotics,HAS_NICHE,Robotics is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00898,Robotics,AF01,ACQUIRED_BY,Robotics data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-00899,Robotics,AF06,ACQUIRED_BY,Robotics data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00900,Robotics,AF15,ACQUIRED_BY,Robotics data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00901,Robotics,Asset,MAPS_TO_OBJECT,Robotics maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00902,Robotics,Measurement,MAPS_TO_OBJECT,Robotics maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00903,Robotics,Event,MAPS_TO_OBJECT,Robotics maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00904,Robotics,AuditRecord,MAPS_TO_OBJECT,Robotics maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00905,Technology & engineering,Civil engineering,HAS_NICHE,Civil engineering is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00906,Civil engineering,AF05,ACQUIRED_BY,Civil engineering data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-00907,Civil engineering,AF09,ACQUIRED_BY,Civil engineering data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-00908,Civil engineering,Asset,MAPS_TO_OBJECT,Civil engineering maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00909,Civil engineering,Measurement,MAPS_TO_OBJECT,Civil engineering maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00910,Civil engineering,Event,MAPS_TO_OBJECT,Civil engineering maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00911,Civil engineering,AuditRecord,MAPS_TO_OBJECT,Civil engineering maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00912,Technology & engineering,Electrical systems,HAS_NICHE,Electrical systems is a niche under Technology & engineering,0.7,taxonomy,taxonomy
EDGE-00913,Electrical systems,AF06,ACQUIRED_BY,Electrical systems data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00914,Electrical systems,AF02,ACQUIRED_BY,Electrical systems data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-00915,Electrical systems,AF15,ACQUIRED_BY,Electrical systems data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00916,Electrical systems,Asset,MAPS_TO_OBJECT,Electrical systems maps to ontology object Asset,0.7,ontology mapping,ontology
EDGE-00917,Electrical systems,Measurement,MAPS_TO_OBJECT,Electrical systems maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00918,Electrical systems,Event,MAPS_TO_OBJECT,Electrical systems maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00919,Electrical systems,AuditRecord,MAPS_TO_OBJECT,Electrical systems maps to ontology object AuditRecord,0.7,ontology mapping,ontology
