interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
betray,betrays,exhausted,fluids,"trust--,grief+",talk,talk,"Two minions in the fluids guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,foodscience,"trust--,grief+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,forestry,"trust--,grief+",talk,talk,"Two minions in the forestry guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,geodesy,"trust--,grief+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,geology,"trust--,grief+",talk,talk,"Two minions in the geology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,geotechnical,"trust--,grief+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,heattransfer,"trust--,grief+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,hydrogeology,"trust--,grief+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,hydrology,"trust--,grief+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,immunology,"trust--,grief+",talk,talk,"Two minions in the immunology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,linguistics,"trust--,grief+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,materials,"trust--,grief+",talk,talk,"Two minions in the materials guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,math,"trust--,grief+",talk,talk,"Two minions in the math guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,medicine,"trust--,grief+",talk,talk,"Two minions in the medicine guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,metallurgy,"trust--,grief+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,neuro,"trust--,grief+",talk,talk,"Two minions in the neuro guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,nuclear,"trust--,grief+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,ocean,"trust--,grief+",talk,talk,"Two minions in the ocean guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,optics,"trust--,grief+",talk,talk,"Two minions in the optics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,pharmacology,"trust--,grief+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,photovoltaics,"trust--,grief+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,physics,"trust--,grief+",talk,talk,"Two minions in the physics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,plasma,"trust--,grief+",talk,talk,"Two minions in the plasma guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,polymer,"trust--,grief+",talk,talk,"Two minions in the polymer guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,qcomputing,"trust--,grief+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,quantum,"trust--,grief+",talk,talk,"Two minions in the quantum guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,rf,"trust--,grief+",talk,talk,"Two minions in the rf guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,robotics,"trust--,grief+",talk,talk,"Two minions in the robotics guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,seismology,"trust--,grief+",talk,talk,"Two minions in the seismology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,semiconductor,"trust--,grief+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,signal,"trust--,grief+",talk,talk,"Two minions in the signal guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,spectroscopy,"trust--,grief+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,statmech,"trust--,grief+",talk,talk,"Two minions in the statmech guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,structural,"trust--,grief+",talk,talk,"Two minions in the structural guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,tribology,"trust--,grief+",talk,talk,"Two minions in the tribology guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,exhausted,veterinary,"trust--,grief+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, exhausted) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,acoustics,"trust--,grief+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,aerodynamics,"trust--,grief+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,agronomy,"trust--,grief+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,astronomy,"trust--,grief+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,atmoschem,"trust--,grief+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,biology,"trust--,grief+",talk,talk,"Two minions in the biology guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,biomechanics,"trust--,grief+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,chemistry,"trust--,grief+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,combustion,"trust--,grief+",talk,talk,"Two minions in the combustion guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,control,"trust--,grief+",talk,talk,"Two minions in the control guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,crypto,"trust--,grief+",talk,talk,"Two minions in the crypto guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,crystallography,"trust--,grief+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
betray,betrays,despairing,cs_ai,"trust--,grief+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, despairing) betrays B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
